instrument,timeframe,orders_type,order_instrument,order_quantity,option_quantity,option_side,option_expiry,broker_alias
NIFTY 50,hourly,FUTURE_AND_OPTIONS,NIFTY22AUGFUT,50,50,BUY,2022-06-16,viral
